ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,ComparatorID,InterventionPhrase,ComparatorPhrase,CI_ICER,CI_ICERText,RatioUncertainty,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty,Country,SuperRegion_SubSaharanAfrica,SuperRegion_SoutheastAsiaOceania,SuperRegion_SouthAsia,SuperRegion_NorthAfricaMidEast,SuperRegion_HighIncome,SuperRegion_EuropeCentralAsia,SuperRegion_LatinAmerica,SuperRegion_NA,SuperRegion_Multiple,WBIncome_High,WBIncome_UpperMiddle,WBIncome_LowerMiddle,WBIncome_Low
2009-01-01667,2009-01-01667-01,19419570,"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina.","IECS, Institute for Clinical Effectiveness and Health Policy, Buenos Aires, Argentina. arubinstein@iecs.org.ar",2009,Rubinstein,Adolfo,A,63,3,Reduction in salt intake,None,0.0,,,1,0,6.0,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-01-01964,2015-01-01964-04,25919152,Cost-effectiveness analysis of rotavirus vaccination in Argentina.,"Ministerio de Salud de la Nacion, Av. 9 de Julio 1925 (C1073ABA) , CiudadAutonoma de Buenos Aires, Argentina. Electronic address: uruenaanalia@gmail.com.",2015,Uruena,Analia,,Cost-Saving,3,National vaccination program of three doses of pentavalent (RV5) rotavirus vaccine,None,0.0,,,1,0,5.5,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2009-01-01667,2009-01-01667-02,19419570,"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina.","IECS, Institute for Clinical Effectiveness and Health Policy, Buenos Aires, Argentina. arubinstein@iecs.org.ar",2009,Rubinstein,Adolfo,A,230,3,"Public education through mass media including broadcast and print media promoting healthy habits, low fat diet and low salt consumption",None,0.0,,,1,0,6.0,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-01-01331,2011-01-01331-03,21621575,Cost-effectiveness analysis of the 10- and 13-valent pneumococcal conjugate vaccines in Argentina.,"Ministerio de Salud de la Naci?n, Argentina. anauru@yahoo.com",2011,Urueña,A,A,32000,4,Pneumococcal conjugate vaccine (13-valent),Pneumococcal conjugate vaccine (10-valent),0.0,,,1,0,5.0,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-00731,2013-01-00731-01,24356692,Cost-effectiveness of prevention strategies for American tegumentary leishmaniasis in Argentina.,"Instituto Nacional de Medicina Tropical, Puerto Iguazu,, Argentina.",2013,Orellano,Pablo Wenceslao,PW,180,2,Training strategies for early diagnosis,Standard/Usual Care- treatment,0.0,,"Incremental DALYs stated in the paper as 170.63 DALY per 100,000",0,1,5.5,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2007-01-00125,2007-01-00125-01,17612464,Potential cost-effectiveness of vaccination for rotavirus gastroenteritis in eight Latin American and Caribbean countries.,"Department of Global Health, Rollins School of Public Health, Emory University, Atlanta, Georgia 30322, USA. rrheing@sph.emory.edu",2007,Rheingans,Richard D,RD,7200,2,Rotarix vaccine,Standard/Usual Care- No universal vaccination and current use of oral rehydration therapy,1.0,"$5419, range $4554 to $7177","Rotavirus Mortality Rate +20%  ICER = 4560; Incidence of hospitalization for rotavirus -20% ICER = 5636, +20% ICER = 5202;  Incidence of outpatient visits for rotavirus -20% ICER = 5607, + 20% ICER= 5231;  Efficacy against rotavirus hospitalization 70% ICER = 5612, 94% 5303; Direct medical costs, hospitalization -20% ICER = 5604, +20% ICER = 5202; Direct medical costs, outpatient visits -20% ICER = 5604, +20%= 5234.",1,0,6.5,0,Multiple Countries,0,0,0,0,1,0,1,0,1,1,1,0,0
2014-01-02222,2014-01-02222-66,24969782,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries.,"Health Strategies International, Oakland, California, USA.",2014,Marseille,Elliot,E,6000,3,"Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution)",None,0.0,,,1,0,5.0,0,Zimbabwe,1,1,1,1,1,1,1,0,1,0,1,1,1
2016-01-02283,2016-01-02283-01,26724542,Cost-utility analysis of dengue vaccination in a country with heterogeneous risk  of dengue transmission.,"Consejo Nacional de Investigaciones Cientificas y Tecnicas, Buenos Aires,Argentina; Universidad Tecnologica Nacional, Facultad Regional San Nicolas, SanNicolas, Argentina. Electronic address: porellano@frsn.utn.edu.ar.",2016,Wenceslao Orellano,Pablo,,5900,2,Dengue vaccination,Standard/Usual Care,0.0,,,0,0,4.0,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-00731,2013-01-00731-02,24356692,Cost-effectiveness of prevention strategies for American tegumentary leishmaniasis in Argentina.,"Instituto Nacional de Medicina Tropical, Puerto Iguazu,, Argentina.",2013,Orellano,Pablo Wenceslao,PW,15000,2,Prevention of transmission with insecticide-impregnated curtains and clothing,Standard/Usual Care- treatment,0.0,,,0,1,5.5,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-01-01964,2015-01-01964-01,25919152,Cost-effectiveness analysis of rotavirus vaccination in Argentina.,"Ministerio de Salud de la Nacion, Av. 9 de Julio 1925 (C1073ABA) , CiudadAutonoma de Buenos Aires, Argentina. Electronic address: uruenaanalia@gmail.com.",2015,Uruena,Analia,,2000,3,National vaccination program of two doses of monovalent (RV1) rotavirus vaccination,None,0.0,,"""When RV1efficacy was increased, the cost per DALY averted for this vaccine became lower than for RV5""; ""Only when all the pessimistic assumptions were combined under an unfavorable scenario, which is unlikely to occur, was RV vaccination not cost-effective. On the other hand, when the variables selected were modified usingunivariate analysis, both vaccines remained highly cost-effective, according to WHO standards, in all the scenarios""",1,0,5.5,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2009-01-01667,2009-01-01667-04,19419570,"Generalized cost-effectiveness analysis of a package of interventions to reduce cardiovascular disease in Buenos Aires, Argentina.","IECS, Institute for Clinical Effectiveness and Health Policy, Buenos Aires, Argentina. arubinstein@iecs.org.ar",2009,Rubinstein,Adolfo,A,3200,3,"Lifestyle change promotion and pharmacological therapy (hydrochlorothiazide (25 mg), atenolol (50 mg) or enalapril (10 mg)) to achieve blood pressure control",None,0.0,,,1,0,6.0,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-01-01331,2011-01-01331-01,21621575,Cost-effectiveness analysis of the 10- and 13-valent pneumococcal conjugate vaccines in Argentina.,"Ministerio de Salud de la Naci?n, Argentina. anauru@yahoo.com",2011,Urueña,A,A,10000,3,Pneumococcal conjugate vaccine (10-valent),None,0.0,,"Societal perspective ICER: $8,546",1,0,5.0,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-01-01964,2015-01-01964-02,25919152,Cost-effectiveness analysis of rotavirus vaccination in Argentina.,"Ministerio de Salud de la Nacion, Av. 9 de Julio 1925 (C1073ABA) , CiudadAutonoma de Buenos Aires, Argentina. Electronic address: uruenaanalia@gmail.com.",2015,Uruena,Analia,,390,3,National vaccination program of three doses of pentavalent (RV5) rotavirus vaccine,None,0.0,,"""When RV1efficacy was increased, the cost per DALY averted for this vaccine became lower than for RV5""; ""Only when all the pessimistic assumptions were combined under an unfavorable scenario, which is unlikely to occur, was RV vaccination not cost-effective. On the other hand, when the variables selected were modified usingunivariate analysis, both vaccines remained highly cost-effective, according to WHO standards, in all the scenarios""",1,0,5.5,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2010-01-01439,2010-01-01439-01,20961456,Estimation of the burden of cardiovascular disease attributable to modifiable risk factors and cost-effectiveness analysis of preventative interventions to reduce this burden in Argentina.,"Institute for Clinical Effectiveness and Health Policy IECS, Buenos Aires, Argentina. arubinstein@iecs.org.ar",2010,Rubinstein,Adolfo,A,70000,2,Therapy with Bupropion for Tobacco Cessation,Standard/Usual Care,1.0,57819.14-60906.25,,1,0,5.5,0,Argentina,0,0,0,0,1,0,0,0,0,0,1,0,0
2008-01-01740,2008-01-01740-06,18945411,Mathematical models of cervical cancer prevention in the Asia Pacific region.,"Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sue_goldie@harvard.edu",2008,Goldie,Sue J,SJ,88,3,Human papilloma virus 16/18 vaccination,None,0.0,,,0,0,6.0,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2010-01-01517,2010-01-01517-49,20470426,Health and economic impact of rotavirus vaccination in GAVI-eligible countries.,"Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, USA. sykim@hsph.harvard.edu",2010,Kim,Sun-Young,SY,860,3,Rotavirus vaccination program,None,0.0,,,1,0,6.0,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2011-01-01317,2011-01-01317-49,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,330,3,Rotavirus vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2017-01-02961,2017-01-02961-08,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,160,3,Policy intervention to reduce sodium consumption by 10%,None,1.0,$115.38 - $235.08,,1,0,5.0,0,Multiple Countries,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01260,2011-01-01260-01,21945959,The cost-effectiveness of rotavirus vaccination in Armenia.,"Modelling and Economics Unit, Health Protection Agency, 61 Colindale Avenue, London NW9 6BT, United Kingdom. mark.jit@hpa.org.uk",2011,Jit,Mark,M,49,3,Rotarix rotavirus vaccination,None,0.0,,,0,0,5.0,0,Armenia,0,0,0,0,0,1,0,0,0,0,0,1,0
2014-01-02189,2014-01-02189-06,25103394,Cost-effectiveness of female human papillomavirus vaccination in 179 countries: a PRIME modelling study.,"Department of Infectious Disease Epidemiology, London School of Hygiene &Tropical Medicine, London, UK; Modelling and Economics Unit, Public HealthEngland, London, UK.",2014,Jit,Mark,M,940,3,Human papillomavirus (HPV) vaccination,None,0.0,,,0,0,7.0,0,Multiple Countries,0,0,0,1,0,1,0,0,1,0,1,0,1
2008-01-01784,2008-01-01784-46,18550229,"Health and economic outcomes of HPV 16,18 vaccination in 72 GAVI-eligible countries.","Program in Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, 718 Huntington Avenue, Boston, MA 02115, USA. sue.goldie@harvard.edu",2008,Goldie,Sue J,SJ,88,3,"HPV 16, 18 vaccination",None,0.0,,"Discount rate, per dose cost, cancer incidence, ratio deaths/caes, cancer costs, access to care",0,0,5.5,0,Multiple Countries,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-01-01317,2011-01-01317-121,21679420,Comparative evaluation of the potential impact of rotavirus versus HPV vaccination in GAVI-eligible countries: a preliminary analysis focused on the relative disease burden.,"Center for Health Decision Science, Harvard School of Public Health, Boston, MA, USA.",2011,Kim,Sun-Young,SY,83,3,Human papillomavirus (HPV) vaccine,None,0.0,,,1,0,6.5,0,Zimbabwe,1,1,1,1,0,1,1,0,1,0,1,1,1
2005-01-00336,2005-01-00336-01,15660705,Assessing cost-effectiveness of drug interventions for schizophrenia.,"Department of Human Services, Melbourne Vic., Australia. anne.magnus@dhs.vic.gov.au",2005,Magnus,Anne,A,40000,4,Risperidone (5 mg/day),Typical neuroleptics,1.0,27-110,,1,0,6.0,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
2011-01-01398,2011-01-01398-02,21224825,Cost-effectiveness of diet and exercise interventions to reduce overweight and obesity.,"The University of Queensland, School of Population Health, Herston, Queensland, Australia.",2011,Forster,M,M,15000,2,Diet-only intervention ('low-fat diet'),Standard/Usual Care,1.0,13000 (95% CI: cost-saving-130000),"when using the rate regained halved based on trial data rather than on meta-regrssion: ICER=6600 (cost-saving-30000)
including patient time and travel costs, probabality that intervention is <50000 $/DALY is 43%; 
including patient time and travel costs and unrelated health care in added years of life, probability that intervention is < 50000 $/DALY is 37%",0,0,5.5,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
2004-01-00367,2004-01-00367-02,15298581,Cost-effectiveness of dexamphetamine and methylphenidate for the treatment of childhood attention deficit hyperactivity disorder.,"Health Surveillance and Evaluation Section, Public Health, Department of Human Services, Melbourne, Australia.",2004,Donnelly,Marie,M,12000,2,Methylphenidate,Standard/Usual Care,1.0,9100-22000,,1,0,6.0,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-01-01623,2010-01-01623-07,19758481,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand.,"Health Economics, Division of Health Sciences, University of South Australia, Adelaide, South Australia, Australia. Kim.Dalziel@unisa.edu.au",2010,Dalziel,Kim,K,120000,2,"Dietary folate targeted campaign, natural folate for prevention of neural tube defects",Standard/Usual Care,1.0,2400-300900,"One-way sensitivity analyses performed included: alternative effectiveness results (levels of increase in folic acid); reduced bioavailability of folic acid (85 %); a lower dose of folic acid supplement of 400 mg/d; higher and lower cost scenarios; the 5% and 95% confidence intervals around the translation of folic acid increases into NTD prevented; and, for the mandatory fortification interventions, the inclusion of monitoring and evaluation costs and a cost of $1 per person assigned to loss of consumer choice (see technical report for further details(9)). Sensitivity analyses also included the removal of encephalocele as an NTD potentially reduced through folic acid due to current debate(26), and increasing the disability weight assigned to encephalocele and spina bifida from 0?52 to 0?68 to reflect a more serious health state(23). Probabilistic sensitivity analysis was not conducted because of a lack of robust data on error margins to inform distributions of included parameters.",1,0,3.0,0,Multiple Countries,0,0,0,0,1,0,0,0,0,1,0,0,0
2009-01-01624,2009-01-01624-01,19747936,Economic evaluation of skin cancer prevention in Australia.,"Deakin Health Economics, Public Health Research, Evaluation and Policy Cluster, Faculty of Health, Medicine, Nursing and Behavioural Sciences, Deakin University, 221 Burwood Highway, Burwood, VIC 3125, Australia. sophy.shih@deakin.edu.au",2009,Shih,Sophy Ting-Fang,ST,14000,4,SunSmart program (skin cancer prevention program) in a well-resourced state,SunSmart in two underinvested states,1.0,12000-22000,"effectiveness on melanoma reduction, decay rate of NMSC reduction, discount rate, worst case scenario (50% of effectiveness on melanoma reduction, 20% annual decay rate of NMSC reduction and double the program cost)",1,0,5.0,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-01-01412,2010-01-01412-19,21152389,Cost-effectiveness of interventions to promote fruit and vegetable consumption.,"School of Population Health, The University of Queensland, Herston, Queensland, Australia. l.cobiac@uq.edu.au",2010,Cobiac,Linda J,LJ,460000,3,Healthy men and women recruited during general practitioner (GP) visit. Participants receive 15 minutes of GP counselling and a brochure. Participating GPs attend a 4-day training course delivered by a nutritionist.,None,0.0,,,1,0,5.5,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-01-01623,2010-01-01623-06,19758481,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand.,"Health Economics, Division of Health Sciences, University of South Australia, Adelaide, South Australia, Australia. Kim.Dalziel@unisa.edu.au",2010,Dalziel,Kim,K,120000,2,"Mandatory folic acid fortification 200ug/100 g flour, high cost for prevention of neural tube defects",Standard/Usual Care,1.0,95700-296600,"One-way sensitivity analyses performed included: alternative effectiveness results (levels of increase in folic acid); reduced bioavailability of folic acid (85 %); a lower dose of folic acid supplement of 400 mg/d; higher and lower cost scenarios; the 5% and 95% confidence intervals around the translation of folic acid increases into NTD prevented; and, for the mandatory fortification interventions, the inclusion of monitoring and evaluation costs and a cost of $1 per person assigned to loss of consumer choice (see technical report for further details(9)). Sensitivity analyses also included the removal of encephalocele as an NTD potentially reduced through folic acid due to current debate(26), and increasing the disability weight assigned to encephalocele and spina bifida from 0?52 to 0?68 to reflect a more serious health state(23). Probabilistic sensitivity analysis was not conducted because of a lack of robust data on error margins to inform distributions of included parameters.",1,0,3.0,0,Multiple Countries,0,0,0,0,1,0,0,0,0,1,0,0,0
2004-01-00366,2004-01-00366-03,15298582,Cost-effectiveness of psychological and pharmacological interventions for generalized anxiety disorder and panic disorder.,"Health Surveillance and Evaluation Section, Public Health, Department of Human Services, Melbourne, Australia.",2004,Heuzenroeder,Louise,L,19000,2,Cognitive behavioral therapy with private psychiatrists,Standard/Usual Care,1.0,15000-38000,,1,0,5.5,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
2004-01-00329,2004-01-00329-01,15707175,Colorectal cancer screening in Australia: an economic evaluation of a potential biennial screening program using faecal occult blood tests.,"Public Health Group, Rural & Regional Health & Aged Care Services, Department of Human Services, Melborne, Victoria. christine.stone@dhs.vic.gov.au",2004,Stone,Christine A,CA,15000,3,Co-ordinated fecal occult blood test screening,None,0.0,,,1,0,5.0,0,Australia,0,0,0,0,1,0,0,0,0,1,0,0,0
