ArticleID,RatioID,PubMedID,Title,Affiliation,PubYear,PrimAuthLastName,PrimAuthFirstName,PrimAuthFMInitials,DisplayRatio,CI_ICER,CI_ICERText,CI_Usable,CI_Type,CI_Lower,CI_Upper,CI_Difference,CI_Currency,CI_Notes,RatioUncertainty,ComparatorID,InterventionPhrase,ComparatorPhrase,IncrementalAnalysisCorrect,IncrementalAnalysisRecalculated,Rating,RatingUncertainty
2014-01-00767,2014-01-00767-04,24252448,Cost-effectiveness of interventions to prevent cardiovascular disease in Australia's indigenous population.,"Centre for Health Policy, Programs and Economics, School of Population Health,The University of Melbourne, Carlton, Victoria 3010, Australia. Electronicaddress: ksong@unimelb.edu.au.",2014,Ong,Katherine S,KS,Cost-Saving,1,dominant - 2100,0,95,dominant,2100,,USD,,,3,Polypill ($150 per pill) via mainstream general practitioner to prevent cardiovascular disease,None,1,0,5.0,0
2017-01-03751,2017-01-03751-03,29044637,The modeled cost-effectiveness of family-based and adolescent-focused treatment for anorexia nervosa.,,2017,Le,Long Khanh-Dao,,53000,1,"AU$21,591 - AU$1,712,491",1,95,21591,1712491,1690900.0,AUD,,,3,Adolescent-focused therapy,None,1,0,6.5,0
2010-01-01623,2010-01-01623-01,19758481,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand.,"Health Economics, Division of Health Sciences, University of South Australia, Adelaide, South Australia, Australia. Kim.Dalziel@unisa.edu.au",2010,Dalziel,Kim,K,8300,1,3300-18900,1,95,3300,18900,15600.0,USD,,"One-way sensitivity analyses performed included: alternative effectiveness results (levels of increase in folic acid); reduced bioavailability of folic acid (85 %); a lower dose of folic acid supplement of 400 mg/d; higher and lower cost scenarios; the 5% and 95% confidence intervals around the translation of folic acid increases into NTD prevented; and, for the mandatory fortification interventions, the inclusion of monitoring and evaluation costs and a cost of $1 per person assigned to loss of consumer choice (see technical report for further details(9)). Sensitivity analyses also included the removal of encephalocele as an NTD potentially reduced through folic acid due to current debate(26), and increasing the disability weight assigned to encephalocele and spina bifida from 0?52 to 0?68 to reflect a more serious health state(23). Probabilistic sensitivity analysis was not conducted because of a lack of robust data on error margins to inform distributions of included parameters.",2,Health promotion campaign for supplement use for prevention of neural tube defects,Standard/Usual Care,1,0,3.0,0
2009-01-01643,2009-01-01643-04,19597537,Cost-effectiveness of interventions to promote physical activity: a modelling study.,"Centre for Burden of Disease and Cost-Effectiveness, School of Population Health, The University of Queensland, Herston, Queensland, Australia. l.cobiac@uq.edu.au",2009,Cobiac,Linda J,LJ,3500,1,Dominant-210000,0,95,dominant,210000,,USD,,Median ICER,3,Access physical activity information and advice across the internet via a Web site and/or emai,None,1,0,5.0,0
2004-01-00367,2004-01-00367-01,15298581,Cost-effectiveness of dexamphetamine and methylphenidate for the treatment of childhood attention deficit hyperactivity disorder.,"Health Surveillance and Evaluation Section, Public Health, Department of Human Services, Melbourne, Australia.",2004,Donnelly,Marie,M,3400,1,cost-saving-14000,0,95,cost-saving,14000,,USD,,,2,Dexamphetamine,Standard/Usual Care,1,0,6.0,0
2009-01-01619,2009-01-01619-06,21265906,Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia.,"School of Population Health, The University of Queensland, Queensland, Australia. l.cobiac@uq.edu.au",2009,Cobiac,Linda,L,170000,1,134000-270000,1,95,134000,270000,136000.0,USD,,,3,Residential treatment - alcohol,None,1,0,5.5,0
2010-01-01553,2010-01-01553-07,20135088,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care.,"Centre for Burden of Disease and Cost-Effectiveness, School of Population Health, The University of Queensland, Herston Rd, Herston, Queensland 4006, Australia. m.bertram@sph.uq.edu.au",2010,Bertram,M Y,MY,70000,1,14000-130000,1,95,14000,130000,116000.0,USD,,,2,"Pre-diabetes screen plus Metformin, diet and exercise to prevent or slow the onset of diabetes",Standard/Usual Care,1,0,5.0,0
2005-01-00336,2005-01-00336-07,15660705,Assessing cost-effectiveness of drug interventions for schizophrenia.,"Department of Human Services, Melbourne Vic., Australia. anne.magnus@dhs.vic.gov.au",2005,Magnus,Anne,A,35000,1,31000-62000,1,95,31000,62000,31000.0,USD,,,4,Clozapine (400 mg/day),Typical neuroleptics,1,0,6.0,0
2013-01-00888,2013-01-00888-01,23717680,The cost-effectiveness of laparoscopic adjustable gastric banding in the morbidly obese adult population of Australia.,"School of Population Health, University of Queensland, Herston, Queensland, Australia. y.lee5@uq.edu.au",2013,Lee,Yong Yi,YY,Cost-Saving,1,dominant - AUS$588,0,95,dominant,588,,AUS,,"After increasing rates of maintenance and complications, probability of ICER<AUS$50,000 = 99.5%",3,Laparoscopic adjustable gastric banding (LAGB) surgery,None,1,0,6.0,0
2003-01-0433,2003-01-0433-01,14594918,Cost-effectiveness of current and optimal treatment for schizophrenia.,"World Health Organization Collaborating Centre in Evidence for Mental Health Policy, School of Psychiatry, University of New South Wales at St Vincent's Hospital, Sydney, Australia. gavina@crufad.unsw.edu.au",2003,Andrews,Gavin,G,190000,1,123827-297516,1,95,123827,297516,173689.0,USD,,,3,"Current treatment: all patients receiving antipsychotic medication (haloperidol or other typical antipsychotic, atypical antipsychotic, clozapine) and smaller proportion receiving psychosocial intervention",None,1,0,5.0,0
2005-01-00336,2005-01-00336-05,15660705,Assessing cost-effectiveness of drug interventions for schizophrenia.,"Department of Human Services, Melbourne Vic., Australia. anne.magnus@dhs.vic.gov.au",2005,Magnus,Anne,A,31000,1,28000-50000,1,95,28000,50000,22000.0,USD,,,4,Olanzapine (15 mg/day),Typical neuroleptics with side effects,1,0,6.0,0
2004-01-00368,2004-01-00368-03,15298580,Cost-effectiveness of cognitive behavioural therapy and selective serotonin reuptake inhibitors for major depression in children and adolescents.,"Health Surveillance and Evaluation Section, Public Health, Department of Human Services, Melbourne, Australia. michelle.haby@dhs.vic.gov.au",2004,Haby,Michelle M,MM,28000,1,16000-82000,1,95,16000,82000,66000.0,USD,,,2,Cognitive behavioral therapy with private psychiatrist,Standard/Usual Care,1,0,6.0,0
2009-01-01619,2009-01-01619-09,21265906,Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia.,"School of Population Health, The University of Queensland, Queensland, Australia. l.cobiac@uq.edu.au",2009,Cobiac,Linda,L,16000,1,7200-460000,1,95,72000,460000,388000.0,USD,,,3,Drink driving mass media,None,1,0,5.5,0
2017-01-03752,2017-01-03752-01,29044626,The cost-effectiveness of cognitive behavioral therapy for bulimia nervosa in the Australian context.,,2017,Le,Long Khanh-Dao,,15000,1,"AU$8,726 - AU$35,650",1,95,8726,35650,26924.0,AUD,,,3,Cognitive behavioral therapy for bulimia nervosa,None,1,0,6.5,0
2015-01-02123,2015-01-02123-01,25348698,Is implementation of the 2013 Australian treatment guidelines for posttraumatic stress disorder cost-effective compared to current practice? A cost-utility analysis using QALYs and DALYs.,"Deakin Health Economics, Faculty of Health, Deakin University, Burwood, Australiacathy.mihalopoulos@deakin.edu.au.",2015,Mihalopoulos,Cathrine,C,8800,1,4600-25000,1,95,4600,25000,20400.0,USD,,,2,Trauma focused cognitive behavioral therapy 8-12 individual weekly sessions,Standard/Usual Care- Current practice,1,0,6.0,0
2011-01-01256,2011-01-01256-01,21966520,Cost-effectiveness of total hip and knee replacements for the Australian population with osteoarthritis: discrete-event simulation model.,"School of Population Health, The University of Queensland, Herston, Queensland, Australia. h.higashi@ uqconnect.edu.au",2011,Higashi,Hideki,H,4300,1,4200-6200,1,95,4200,6200,2000.0,USD,,,3,Hip replacement surgery,None,1,0,5.0,0
2005-01-00336,2005-01-00336-08,15660705,Assessing cost-effectiveness of drug interventions for schizophrenia.,"Department of Human Services, Melbourne Vic., Australia. anne.magnus@dhs.vic.gov.au",2005,Magnus,Anne,A,19000,1,17000-47000,1,95,17000,47000,30000.0,USD,,,4,Clozapine (400 mg/day),Typical neuroleptics,1,0,6.0,0
2013-01-00785,2013-01-00785-01,24138020,Cost-effectiveness of Acupuncture for Chronic Nonspecific Low Back Pain.,"Deloitte Access Economics, Canberra, Australian Capital Territory, Australia.",2014,Taylor,Penny,P,44000,1,28500-76900,1,95,28500,76900,48400.0,USD,,,2,Acupuncture + standard care,Standard/Usual Care,0,0,3.5,0
2004-01-00373,2004-01-00373-01,15255823,Assessing cost-effectiveness in mental health: family interventions for schizophrenia and related conditions.,"Program Evaluation Unit, School of Population Health, University of Melbourne, Victoria 3010, Australia. c.mihalopoulos@unimelb.edu.au",2004,Mihalopoulos,Cathrine,C,20000,1,13000-64000,1,95,13000,64000,51000.0,USD,,,3,Behavioral family management,None,1,0,5.5,0
2010-01-01553,2010-01-01553-06,20135088,Assessing the cost-effectiveness of drug and lifestyle intervention following opportunistic screening for pre-diabetes in primary care.,"Centre for Burden of Disease and Cost-Effectiveness, School of Population Health, The University of Queensland, Herston Rd, Herston, Queensland 4006, Australia. m.bertram@sph.uq.edu.au",2010,Bertram,M Y,MY,87000,1,94000-130000,1,95,94000,130000,36000.0,USD,,,2,Pre-diabetes screen plus Orlistat to prevent or slow the onset of diabetes,Standard/Usual Care,1,0,5.0,0
2005-01-00274,2005-01-00274-01,16222933,"Prostate cancer, the PSA test and academic detailing in Australian general practice: an economic evaluation.","Budget, Planning and Review, Financial and Corporate Services, Department of Human Services, Melbourne, Victoria. christine.stone@dhs.vic.gov.au",2005,Stone,Christine A,CA,10000,1,450-19000,1,95,450,19000,18550.0,USD,,"Alternate scenario: In scenario two (test is effective in those aged >=70), the proposed program would cost $12.5 million (gross) or $7.1 million (net), would reduce the burden of disease by 3.1% of total, increase by 44 the prostate cancer deaths at an ICER of $24,000/DALY (gross) and $14,000/DALY (net).",3,Education to improve decision making relating to prostate specific antigen testing,None,1,0,5.0,0
2017-01-02961,2017-01-02961-09,28073749,Cost effectiveness of a government supported policy strategy to decrease sodium intake: global analysis across 183 nations.,"Stanford University, Stanford, CA, USA, and Institute for Fiscal Studies, London,UK.",2017,Webb,Michael,,890,1,"$631.01 - $1,350.46",1,95,631.01,1350.46,719.45,USD,,,3,Policy intervention to reduce sodium consumption by 10%,None,1,0,5.0,0
2004-01-00366,2004-01-00366-02,15298582,Cost-effectiveness of psychological and pharmacological interventions for generalized anxiety disorder and panic disorder.,"Health Surveillance and Evaluation Section, Public Health, Department of Human Services, Melbourne, Australia.",2004,Heuzenroeder,Louise,L,5700,1,4000-12000,1,95,4000,12000,8000.0,USD,,,2,Cognitive behavioral therapy-public psychologist,Standard/Usual Care,1,0,5.5,0
2004-01-00366,2004-01-00366-10,15298582,Cost-effectiveness of psychological and pharmacological interventions for generalized anxiety disorder and panic disorder.,"Health Surveillance and Evaluation Section, Public Health, Department of Human Services, Melbourne, Australia.",2004,Heuzenroeder,Louise,L,31000,1,27000-89000,1,95,27000,89000,62000.0,USD,,,2,Serotonin reuptake inhibitors - paroxetine,Standard/Usual Care,1,0,5.5,0
2007-01-00117,2007-01-00117-02,17652241,Costs and benefits of smoking cessation aids: making a case for public reimbursement of nicotine replacement therapy in Australia.,"School of Population Health, The University of Queensland, Mayne Medical School Herston Road, Herston QLD 4006, Australia. m.bertram@uq.edu.au",2007,Bertram,Melanie Y,MY,7700,1,6000-10000,1,95,6000,10000,4000.0,USD,,,2,Treatment with bupropion for a period of 7 weeks,Standard/Usual Care- mass-media campaigns and taxation on cigarettes,1,0,5.5,0
2009-01-01619,2009-01-01619-08,21265906,Cost-effectiveness of interventions to prevent alcohol-related disease and injury in Australia.,"School of Population Health, The University of Queensland, Queensland, Australia. l.cobiac@uq.edu.au",2009,Cobiac,Linda,L,Cost-Saving,1,dominant-3700,0,95,dominant,3700,,USD,,,3,Minimum legal drinking age to 21 years,None,1,0,5.5,0
2005-01-00336,2005-01-00336-04,15660705,Assessing cost-effectiveness of drug interventions for schizophrenia.,"Department of Human Services, Melbourne Vic., Australia. anne.magnus@dhs.vic.gov.au",2005,Magnus,Anne,A,76000,1,53000-170000,1,95,53000,170000,117000.0,USD,,,4,Olanzapine (15 mg/day),Typical neuroleptics,1,0,6.0,0
2009-01-01643,2009-01-01643-06,19597537,Cost-effectiveness of interventions to promote physical activity: a modelling study.,"Centre for Burden of Disease and Cost-Effectiveness, School of Population Health, The University of Queensland, Herston, Queensland, Australia. l.cobiac@uq.edu.au",2009,Cobiac,Linda J,LJ,18000,1,Dominant-330000,0,95,dominant,330000,,USD,,Median ICER reported,3,TravelSmart active transport program,None,1,0,5.0,0
2016-01-02809,2016-01-02809-02,27509769,The population cost-effectiveness of delivering universal and indicated school-based interventions to prevent the onset of major depression among youth in Australia.,,2016,Lee,Y Y,,20000,1,(3081-56713),1,95,3081,56713,53632.0,USD,,,3,Indicated psychological interventions,None,1,0,5.0,0
2015-01-02123,2015-01-02123-02,25348698,Is implementation of the 2013 Australian treatment guidelines for posttraumatic stress disorder cost-effective compared to current practice? A cost-utility analysis using QALYs and DALYs.,"Deakin Health Economics, Faculty of Health, Deakin University, Burwood, Australiacathy.mihalopoulos@deakin.edu.au.",2015,Mihalopoulos,Cathrine,C,18000,1,11000-22000,1,95,11000,22000,11000.0,USD,,,2,Trauma focused cognitive behavioral therapy 8-12 individual weekly sessions,Standard/Usual Care- Current practice,1,0,6.0,0
